id	subject	predicate	object	category	relation
uuid:aca6e3ce-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000108443	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca6fb70-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000135446	biolink:genetically_interacts_with	ensembl:ENSG00000141736		
uuid:aca713bc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000097007	biolink:genetically_interacts_with	ensembl:ENSG00000108443		
uuid:aca72ae6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000121879		
uuid:aca74166-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000253729		
uuid:aca75a5c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000168522		
uuid:aca770e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105810	biolink:genetically_interacts_with	ensembl:ENSG00000068078		
uuid:aca789e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000196591	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca7a304-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000122025	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca7b98e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000141646		
uuid:aca7d004-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000141646		
uuid:aca7e742-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000105976		
uuid:aca8011e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000064012	biolink:genetically_interacts_with	ensembl:ENSG00000111276		
uuid:aca81faa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000171791	biolink:genetically_interacts_with	ensembl:ENSG00000135446		
uuid:aca84476-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111276	biolink:genetically_interacts_with	ensembl:ENSG00000140443		
uuid:aca86488-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:aca89d90-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000117713	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca8bde8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000117713	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca8d634-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149311	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:aca8eae8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000135446	biolink:genetically_interacts_with	ensembl:ENSG00000198900		
uuid:aca901d6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000112715	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca917c0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000141736	biolink:genetically_interacts_with	ensembl:ENSG00000197122		
uuid:aca93174-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000146648		
uuid:aca94b5a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000167548		
uuid:aca965f4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca97c7e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000134086		
uuid:aca99254-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000197122		
uuid:aca9a758-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000127616	biolink:genetically_interacts_with	ensembl:ENSG00000189079		
uuid:aca9bd42-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000127616	biolink:genetically_interacts_with	ensembl:ENSG00000075624		
uuid:aca9d4f8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000173473	biolink:genetically_interacts_with	ensembl:ENSG00000139613		
uuid:aca9ecae-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000106348	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaa0856-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acaa2156-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acaa3ab0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaa51bc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaa6aa8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaa83b2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaaa356-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acaacaf2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000106348	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acaaed98-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000094804		
uuid:acab1ea8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000094804		
uuid:acab4cde-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acab6d4a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acab8a64-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acabacc4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000143799	biolink:genetically_interacts_with	ensembl:ENSG00000139618		
uuid:acabc9f2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000196839	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acabe0f4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000104723		
uuid:acabf936-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000196839	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acac11c8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000139618		
uuid:acac283e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000139618		
uuid:acac3fd6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000139618		
uuid:acac5566-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000165392		
uuid:acac6b96-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000165392		
uuid:acac83a6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acac9e04-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acacb43e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acaccb18-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acace120-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acacf660-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acad0b28-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acad2d6a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000097046	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:acad5ac4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:acad7e50-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acadb1ae-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acadcd6a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000142676		
uuid:acade908-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acadff92-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000035928		
uuid:acae1824-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000035928		
uuid:acae302a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acae4844-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100030	biolink:genetically_interacts_with	ensembl:ENSG00000091483		
uuid:acae5fd2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acae797c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000152942		
uuid:acae9196-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000152942		
uuid:acaead20-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000105325		
uuid:acaec40e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000105325		
uuid:acaedc50-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000104723		
uuid:acaef2c6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acaf0810-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000080824	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acaf1c88-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000173473		
uuid:acaf32fe-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000139687		
uuid:acaf4ae6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000111653		
uuid:acaf642c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000105325		
uuid:acaf7a98-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000111653		
uuid:acaf91f4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100030	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acafb648-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000083093		
uuid:acafdc04-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000083093		
uuid:acafffd6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000083093		
uuid:acb024e8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000152942		
uuid:acb0583c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000152942		
uuid:acb071f0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000152942		
uuid:acb08c94-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000080824	biolink:genetically_interacts_with	ensembl:ENSG00000139687		
uuid:acb0a6ac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb0bcc8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb0d2da-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000143799	biolink:genetically_interacts_with	ensembl:ENSG00000012048		
uuid:acb0e874-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acb0fefe-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000168395		
uuid:acb115d8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000165392		
uuid:acb12b40-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acb14378-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acb1596c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acb16f2e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000165392		
uuid:acb184e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acb19bfc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000131899		
uuid:acb1b588-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137955	biolink:genetically_interacts_with	ensembl:ENSG00000126215		
uuid:acb1cc94-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000168522	biolink:genetically_interacts_with	ensembl:ENSG00000126215		
uuid:acb1e53a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acb2036c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100030	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acb21e38-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000126215		
uuid:acb23a30-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acb258da-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:acb28d1e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:acb2c392-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000106348	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb2f308-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137955	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb30d66-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000168522	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb325e4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000139687		
uuid:acb33f0c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000095002		
uuid:acb35604-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000095002		
uuid:acb36c48-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000095002		
uuid:acb383cc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000196712		
uuid:acb39c7c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000196712		
uuid:acb3b770-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000196712		
uuid:acb3cfc6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000117713		
uuid:acb3e6dc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acb3fda2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000164924		
uuid:acb41756-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000228716	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acb430b0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb45252-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb47f84-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb49942-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000080824	biolink:genetically_interacts_with	ensembl:ENSG00000105325		
uuid:acb4b5b2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000091483		
uuid:acb4daf6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137955	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acb51048-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000168522	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acb53654-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acb55c38-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acb57e7a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acb59cac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000166483		
uuid:acb5b75a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb5ce02-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb5e676-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000142676		
uuid:acb5fe54-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000097046	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb613f8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136807	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb62aa0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acb6440e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000080824	biolink:genetically_interacts_with	ensembl:ENSG00000143384		
uuid:acb65ade-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000079335		
uuid:acb672ee-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000079335		
uuid:acb68cd4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000079335		
uuid:acb6a656-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000126215		
uuid:acb6c6ae-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000104723		
uuid:acb6e094-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000124614		
uuid:acb6f98a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000124614		
uuid:acb713ca-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000176208		
uuid:acb72a0e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000187735		
uuid:acb747c8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100030	biolink:genetically_interacts_with	ensembl:ENSG00000142534		
uuid:acb768f2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000215021		
uuid:acb7900c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:acb7cafe-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000094804		
uuid:acb80334-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000094804		
uuid:acb82832-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000094804		
uuid:acb8479a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000228716	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acb86162-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000189283		
uuid:acb87bac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000196839	biolink:genetically_interacts_with	ensembl:ENSG00000197299		
uuid:acb8970e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000134982		
uuid:acb8b28e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000165392		
uuid:acb8cf1c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000102226		
uuid:acb8e9d4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000215021		
uuid:acb903c4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000169032	biolink:genetically_interacts_with	ensembl:ENSG00000168395		
uuid:acb9250c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198793	biolink:genetically_interacts_with	ensembl:ENSG00000149554		
uuid:acb9410e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000101266	biolink:genetically_interacts_with	ensembl:ENSG00000134982		
uuid:acb96120-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000175054		
uuid:acb97f70-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000175054		
uuid:acb99faa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000091483		
uuid:acb9c016-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000079335		
uuid:acb9ebc2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000100592		
uuid:acba17f0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000100592		
uuid:acba4d88-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149554	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acba82d0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000183765	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acbaa882-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137955	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acbac8c6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000168522	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acbae400-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000085511		
uuid:acbafd5a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000085511		
uuid:acbb1948-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000085511		
uuid:acbb37ca-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000111275	biolink:genetically_interacts_with	ensembl:ENSG00000119318		
uuid:acbb4fe4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167552	biolink:genetically_interacts_with	ensembl:ENSG00000198793		
uuid:acbb7050-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000080824	biolink:genetically_interacts_with	ensembl:ENSG00000111276		
uuid:acbb8d24-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acbbb1e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000131747	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acbbcdd4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000177302	biolink:genetically_interacts_with	ensembl:ENSG00000155657		
uuid:acbbe6b6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000166483	biolink:genetically_interacts_with	ensembl:ENSG00000111276		
uuid:acbc04de-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000106348	biolink:genetically_interacts_with	ensembl:ENSG00000134371		
uuid:acbc21f8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137955	biolink:genetically_interacts_with	ensembl:ENSG00000105372		
