id	subject	predicate	object	category	relation
uuid:ac35d558-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000136527		
uuid:ac35f344-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000019102		
uuid:ac362076-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000023287		
uuid:ac3659c4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000160584		
uuid:ac36894e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000278845		
uuid:ac36b284-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000100836		
uuid:ac36da2a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000120533		
uuid:ac36f3a2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000157680		
uuid:ac370cac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000067225		
uuid:ac3724b2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000277791		
uuid:ac373a92-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000114127		
uuid:ac37523e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000115211		
uuid:ac3769cc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000123200		
uuid:ac3780d8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000141367		
uuid:ac379730-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000171566		
uuid:ac37af22-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000152234		
uuid:ac37c8f4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000132466		
uuid:ac37dfd8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000163714		
uuid:ac37f662-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000115946		
uuid:ac380d78-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000100632		
uuid:ac3824ac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000167549		
uuid:ac383b54-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000100479		
uuid:ac38522e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000162613		
uuid:ac3869c6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000162493		
uuid:ac387fce-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000177700		
uuid:ac38a062-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000147586		
uuid:ac38cad8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000242372		
uuid:ac39021e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000111481		
uuid:ac3939b4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139687	biolink:genetically_interacts_with	ensembl:ENSG00000119541		
uuid:ac3960ce-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000187605		
uuid:ac398536-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000066135		
uuid:ac39a61a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000151790		
uuid:ac39c79e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000140718		
uuid:ac39ea30-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000178467		
uuid:ac3a0c0e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000122884		
uuid:ac3a2fcc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000181915		
uuid:ac3a51e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000185624		
uuid:ac3a734c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000131203		
uuid:ac3a946c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000132510		
uuid:ac3ab550-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000073756		
uuid:ac3ad9ea-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000198363		
uuid:ac3afbf0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000108799		
uuid:ac3b2422-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000082701	biolink:genetically_interacts_with	ensembl:ENSG00000164754		
uuid:ac3b564a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000082701	biolink:genetically_interacts_with	ensembl:ENSG00000101972		
uuid:ac3b99fc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000082701	biolink:genetically_interacts_with	ensembl:ENSG00000108055		
uuid:ac3bc544-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000154723		
uuid:ac3bf168-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000107581		
uuid:ac3c1792-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000172139		
uuid:ac3c3b64-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000198431		
uuid:ac3c5f86-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000168710		
uuid:ac3c839e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000203668		
uuid:ac3ca96e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000003402		
uuid:ac3ccd0e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000117984		
uuid:ac3cf0f4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000143106		
uuid:ac3d1494-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000170144		
uuid:ac3d385c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000067704		
uuid:ac3d5d96-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000130985		
uuid:ac3d8456-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000124207		
uuid:ac3db9e4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000173575		
uuid:ac3df652-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000196584		
uuid:ac3e200a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000136997		
uuid:ac3e472e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000117620		
uuid:ac3e69c0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000165280		
uuid:ac3e8bc6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000120437		
uuid:ac3eabec-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000132122		
uuid:ac3ecc3a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000070831		
uuid:ac3eece2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000136824		
uuid:ac3f0e20-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000196230		
uuid:ac3f2efa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000167325		
uuid:ac3f4f8e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000111266		
uuid:ac3f7180-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000136960		
uuid:ac3f9232-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000100201		
uuid:ac3fb28a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000012048		
uuid:ac3fd7b0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000123374		
uuid:ac40475e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000145386		
uuid:ac40a460-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000068784		
uuid:ac40e5c4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000105173	biolink:genetically_interacts_with	ensembl:ENSG00000088325		
uuid:ac4110a8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142208	biolink:genetically_interacts_with	ensembl:ENSG00000105221		
uuid:ac413c5e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000137193	biolink:genetically_interacts_with	ensembl:ENSG00000102096		
uuid:ac41618e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000148218	biolink:genetically_interacts_with	ensembl:ENSG00000105220		
uuid:ac418556-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000149311	biolink:genetically_interacts_with	ensembl:ENSG00000253729		
uuid:ac41a68a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000171552	biolink:genetically_interacts_with	ensembl:ENSG00000143384		
uuid:ac41c746-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000253729	biolink:genetically_interacts_with	ensembl:ENSG00000100300		
uuid:ac41eafa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000204256	biolink:genetically_interacts_with	ensembl:ENSG00000142453		
uuid:ac4210ca-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100823	biolink:genetically_interacts_with	ensembl:ENSG00000253729		
uuid:ac4232b2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000167258	biolink:genetically_interacts_with	ensembl:ENSG00000141068		
uuid:ac4254b8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000182866	biolink:genetically_interacts_with	ensembl:ENSG00000133056		
uuid:ac427506-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000164045	biolink:genetically_interacts_with	ensembl:ENSG00000105851		
uuid:ac4294fa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000142453	biolink:genetically_interacts_with	ensembl:ENSG00000170323		
uuid:ac42c57e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000011376	biolink:genetically_interacts_with	ensembl:ENSG00000132356		
uuid:ac4317ae-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000171552	biolink:genetically_interacts_with	ensembl:ENSG00000105397		
uuid:ac4361fa-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000124762	biolink:genetically_interacts_with	ensembl:ENSG00000198900		
uuid:ac438798-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000129673	biolink:genetically_interacts_with	ensembl:ENSG00000198900		
uuid:ac43b5ec-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000135409	biolink:genetically_interacts_with	ensembl:ENSG00000182866		
uuid:ac43dfb8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000164045	biolink:genetically_interacts_with	ensembl:ENSG00000101405		
uuid:ac43feda-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000122966	biolink:genetically_interacts_with	ensembl:ENSG00000117632		
uuid:ac441938-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000164045	biolink:genetically_interacts_with	ensembl:ENSG00000253729		
uuid:ac44354e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000139626	biolink:genetically_interacts_with	ensembl:ENSG00000182866		
uuid:ac44538a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000182866	biolink:genetically_interacts_with	ensembl:ENSG00000188130		
uuid:ac446d98-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000104885	biolink:genetically_interacts_with	ensembl:ENSG00000143384		
uuid:ac44859e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000122966	biolink:genetically_interacts_with	ensembl:ENSG00000105851		
uuid:ac44a13c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100823	biolink:genetically_interacts_with	ensembl:ENSG00000149311		
uuid:ac44bbc2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000188130	biolink:genetically_interacts_with	ensembl:ENSG00000101405		
uuid:ac44df94-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000164045	biolink:genetically_interacts_with	ensembl:ENSG00000173039		
uuid:ac450564-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000175054	biolink:genetically_interacts_with	ensembl:ENSG00000164078		
uuid:ac4521fc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000182866	biolink:genetically_interacts_with	ensembl:ENSG00000076984		
uuid:ac453e62-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000100823	biolink:genetically_interacts_with	ensembl:ENSG00000139618		
uuid:ac455ac8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000183955		
uuid:ac457a58-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000184922		
uuid:ac459e16-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000157782		
uuid:ac45c0b2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000071243		
uuid:ac45ecd6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000163295		
uuid:ac460d9c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000173020		
uuid:ac462bec-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000234906		
uuid:ac464a28-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000140455		
uuid:ac4669fe-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000067955		
uuid:ac468588-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000108622		
uuid:ac46a2ac-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000182389		
uuid:ac46b99a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000078687		
uuid:ac46d6be-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000269858		
uuid:ac46f568-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000103326		
uuid:ac470c10-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000141568		
uuid:ac472d26-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000115297		
uuid:ac474e46-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000129749		
uuid:ac476eee-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000104885		
uuid:ac478ed8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000100027		
uuid:ac47af8a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000134086	biolink:genetically_interacts_with	ensembl:ENSG00000196132		
uuid:ac47d852-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000005007		
uuid:ac47fcd8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000175104		
uuid:ac48258c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000105568		
uuid:ac484558-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000175054		
uuid:ac485e08-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000111667		
uuid:ac487942-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000092098		
uuid:ac489206-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000198900	biolink:genetically_interacts_with	ensembl:ENSG00000055208		
uuid:ac48a8cc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000112972		
uuid:ac48c49c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000117305		
uuid:ac48da9a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000033100		
uuid:ac48f124-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000146233		
uuid:ac490a60-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000138109		
uuid:ac4922b6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000134716		
uuid:ac493ab2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000130649		
uuid:ac4950e2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000157764	biolink:genetically_interacts_with	ensembl:ENSG00000167600		
uuid:ac4973a6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000109576		
uuid:ac499a7a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000006071		
uuid:ac49b76c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000119688		
uuid:ac49dbb6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000162836		
uuid:ac4a0226-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000131966		
uuid:ac4a1f9a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000065457		
uuid:ac4a451a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000176454		
uuid:ac4a6b44-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000153207		
uuid:ac4a8f16-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000163568		
uuid:ac4ab5b8-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000163568		
uuid:ac4ada52-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000196139		
uuid:ac4af528-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000125652		
uuid:ac4b0ebe-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000116127		
uuid:ac4b27e6-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000132965		
uuid:ac4b3f74-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000082146		
uuid:ac4b5aea-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000260691		
uuid:ac4b7336-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000164111		
uuid:ac4b8e48-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000177879		
uuid:ac4bafcc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000047648		
uuid:ac4bcc96-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000113966		
uuid:ac4bf1e4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000111229		
uuid:ac4c153e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000241553		
uuid:ac4c3776-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000107669		
uuid:ac4c5472-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000058063		
uuid:ac4c711e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000241837		
uuid:ac4c8cd0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000006453		
uuid:ac4cb804-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000138376		
uuid:ac4cd73a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000113916		
uuid:ac4d0afc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000105829		
uuid:ac4d3220-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000015475		
uuid:ac4d4ecc-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000106605		
uuid:ac4d6b1e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000117475		
uuid:ac4d84b4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000157764		
uuid:ac4d9d50-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000141867		
uuid:ac4db498-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000185024		
uuid:ac4dcd7a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000157895		
uuid:ac4de684-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000100445		
uuid:ac4dfff2-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000140534		
uuid:ac4e55ec-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000184507		
uuid:ac4e865c-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000133393		
uuid:ac4eacf4-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000157181		
uuid:ac4ecfe0-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000118292		
uuid:ac4ee944-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000143303		
uuid:ac4f038e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000125869		
uuid:ac4f1b9e-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000125386		
uuid:ac4f352a-d563-11ec-a19b-00155dc6d94e	ensembl:ENSG00000136997	biolink:genetically_interacts_with	ensembl:ENSG00000135324		
